keggId	uniprotId	proteinNames	geneNames	txt_subunit	function	id_uniprot	complexPortal	complexPortal_uniprotId	complexPortal_protName	structure	interact	by_similarity	gene_from_structure	otherSubunits	subunitsFromName	otherIsoforms	isoformIndication	subunitIndication	sameEnzymeMembership	redundancy	stringSubunits	isoform	geneName_fromKEGG
10999	A0A024R8D2	[]	['SLC27A4', 'hCG_2039405']			['A0A024R8D2']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC27A1', 'SLC27A4']	['SLC27A4', ' ACSVL4', ' FATP4', ' IPS']
11000	Q5K4L6	['Solute carrier family 27 member 3', 'Arachidonate--CoA ligase', 'Long-chain fatty acid transport protein 3']	['SLC27A3', 'ACSVL3', 'FATP3', 'PSEC0067', 'UNQ367/PRO703']		Has acyl-CoA ligase activity for long-chain and very-long-chain fatty acids (PubMed:23936004). Does not exhibit fatty acid transport activity (By similarity).	['Q5K4L6', 'Q5VUQ7', 'Q5VUQ8', 'Q5VUR3', 'Q6ZV16', 'Q8N2X7', 'Q8TEJ0', 'Q96SW5', 'Q9BTJ5', 'Q9BTY5']		[]	[]		[]	[]	[]	[]	['fatty']	[]	False	True	False	[]	[]	['SLC27A3']	['SLC27A3', ' ACSVL3', ' FATP3', ' VLCS-3']
11000	X6R3N0	[]	['SLC27A3', 'hCG_19279']			['X6R3N0']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC27A3']	['SLC27A3', ' ACSVL3', ' FATP3', ' VLCS-3']
11001	O14975	['Very long-chain acyl-CoA synthetase', 'Arachidonate--CoA ligase', 'Fatty acid transport protein 2', 'FATP-2', 'Fatty-acid-coenzyme A ligase, very long-chain 1', 'Long-chain-fatty-acid--CoA ligase', 'Phytanate--CoA ligase', 'Solute carrier family 27 member 2', 'THCA-CoA ligase', 'Very long-chain-fatty-acid-CoA ligase']	['SLC27A2', 'ACSVL1', 'FACVL1', 'FATP2', 'VLACS']		Exhibits long-chain fatty acids (LCFA) transport activity but lacks acyl CoA synthetase towards very long-chain fatty acids.	['O14975', 'A8K2J7', 'Q53FY6', 'Q6PF09']		[]	[]		[]	[]	[]	[]	['acyl-CoA', '1', '-fatty-acid--CoA', '-fatty-acid-CoA']	[]	False	True	False	[]	[]	['SLC27A2']	['SLC27A2', ' ACSVL1', ' FACVL1', ' FATP2', ' HsT17226', ' VLACS', ' VLCS', ' hFACVL1']
1105	O14646	['Chromodomain-helicase-DNA-binding protein 1', 'CHD-1']	[]	Component of the SAGA complex (By similarity). Interacts with BCLAF1, NCoR, SRP20 and SAFB (By similarity). Specifically interacts with methylated H3K4me2 and H3K4me3. Interacts with the FACT complex, the PAF complex and the U2 snRNP. Interacts directly with PAF1, SFA3A1, SFA3A2, SFA3A3, SNF2 and SSRP1.	ATP-dependent chromatin-remodeling factor which functions as substrate recognition component of the transcription regulatory histone acetylation (HAT) complex SAGA. Regulates polymerase II transcription. Also required for efficient transcription by RNA polymerase I, and more specifically the polymerase I transcription termination step. Regulates negatively DNA replication. Not only involved in transcription-related chromatin-remodeling, but also required to maintain a specific chromatin configuration across the genome. Is also associated with histone deacetylase (HDAC) activity (By similarity). Required for the bridging of SNF2, the FACT complex, the PAF complex as well as the U2 snRNP complex to H3K4me3. Functions to modulate the efficiency of pre-mRNA splicing in part through physical bridging of spliceosomal components to H3K4me3 (PubMed:18042460, PubMed:28866611). Required for maintaining open chromatin and pluripotency in embryonic stem cells (By similarity).	['O14646', 'Q17RZ3']		[]	[]		['FACT', 'PAF', 'PAF1', 'SFA3A1', 'SFA3A2', 'SFA3A3', 'SNF2', 'SSRP1']	['SAGA']	[]	['by', 'similarity', 'of', 'the', 'saga', 'complex', 'by', 'similarity', 'by', 'similarity', 'of', 'the', 'saga', 'complex', 'by', 'similarity', 'bclaf1', 'ncor', 'srp20', 'and', 'safb', 'by', 'similarity', 'with', 'bclaf1', 'ncor', 'srp20', 'and', 'safb', 'by', 'similarity', 's', 'with', 'bclaf1', 'ncor', 'srp20', 'and', 'safb', 'by', 'similarity', 'methylated', 'h3k4me2', 'and', 'h3k4me3', 'with', 'methylated', 'h3k4me2', 'and', 'h3k4me3', 's', 'with', 'methylated', 'h3k4me2', 'and', 'h3k4me3', 'the', 'paf', 'and', 'the', 'u2', 'snrnp', 'the', 'fact', 'complex', 'the', 'paf', 'complex', 'and', 'the', 'u2', 'snrnp', 'with', 'the', 'fact', 'complex', 'the', 'paf', 'complex', 'and', 'the', 'u2', 'snrnp', 's', 'with', 'the', 'fact', 'complex', 'the', 'paf', 'complex', 'and', 'the', 'u2', 'snrnp', 'the', 'paf', 'and', 'the', 'u2', 'snrnp', 'directly', 'with', 'paf1', 'sfa3a1', 'sfa3a2', 'sfa3a3', 'snf2', 'and', 'ssrp1', 's', 'directly', 'with', 'paf1', 'sfa3a1', 'sfa3a2', 'sfa3a3', 'snf2', 'and', 'ssrp1']	[]	[]	False	False	False	[]	[]	['CHD1']	['CHD1', ' CHD-1', ' PILBOS']
1105	B3KT33	[]	[]			['B3KT33']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['CHD1']	['CHD1', ' CHD-1', ' PILBOS']
1106	O14647	['Chromodomain-helicase-DNA-binding protein 2', 'CHD-2']	[]	Interacts with MYOD1. Interacts with histone H3.3 (By similarity).	DNA-binding helicase that specifically binds to the promoter of target genes, leading to chromatin remodeling, possibly by promoting deposition of histone H3.3. Involved in myogenesis via interaction with MYOD1: binds to myogenic gene regulatory sequences and mediates incorporation of histone H3.3 prior to the onset of myogenic gene expression, promoting their expression (By similarity).	['O14647', 'C6G482', 'Q96IP5']		[]	[]		['MYOD1']	[]	[]	['myod1', 'with', 'myod1', 's', 'with', 'myod1', 'histone', 'h3', 'with', 'histone', 'h3', 's', 'with', 'histone', 'h3']	[]	[]	False	False	False	[]	[]	['CHD2']	['CHD2', ' EEOC']
1107	Q12873	['Chromodomain-helicase-DNA-binding protein 3', 'CHD-3', 'ATP-dependent helicase CHD3', 'Mi-2 autoantigen 240 kDa protein', 'Mi2-alpha', 'Zinc finger helicase', 'hZFH']	[]	Central component of the nucleosome remodeling and histone deacetylase (NuRD) repressive complex (PubMed:9804427, PubMed:27068747). Interacts with TRIM28 (PubMed:11230151). Interacts with SERBP1 (PubMed:12505151). Interacts (via its C-terminal) with HABP4 (PubMed:12505151). Interacts with PCNT; the interaction regulates centrosome integrity (PubMed:17626165). Interacts with ZBED1/hDREF (PubMed:27068747).	Component of the histone deacetylase NuRD complex which participates in the remodeling of chromatin by deacetylating histones (PubMed:9804427, PubMed:30397230). Involved in transcriptional repressiobn as part of the NuRD complex (PubMed:27068747). Required for anchoring centrosomal pericentrin in both interphase and mitosis, for spindle organization and centrosome integrity (PubMed:17626165).	['Q12873', 'D3DTQ9', 'E9PG89', 'Q9Y4I0']	CPX-922	['O94776', 'O95983', 'Q9BTC8', 'Q92769', 'Q13547', 'Q16576', 'Q14839', 'Q12873', 'Q09028', 'Q13330', 'Q86YP4', 'Q8WXI9']	['MTA2', 'MBD3', 'MTA3', 'HDAC2', 'HDAC1', 'RBBP7', 'CHD4', 'CHD3', 'RBBP4', 'MTA1', 'GATAD2A', 'GATAD2B']		[]	[]	[]	['pubmed', '9804427', 'pubmed', '27068747', 'of', 'the', 'nucleosome', 'remodeling', 'and', 'histone', 'deacetylase', 'nurd', 'repressive', 'complex', 'pubmed', '9804427', 'pubmed', '27068747', 'pubmed', '9804427', 'pubmed', '27068747', 'of', 'the', 'nucleosome', 'remodeling', 'and', 'histone', 'deacetylase', 'nurd', 'repressive', 'complex', 'pubmed', '9804427', 'pubmed', '27068747', 'trim28', 'pubmed', '11230151', 'with', 'trim28', 'pubmed', '11230151', 's', 'with', 'trim28', 'pubmed', '11230151', 'serbp1', 'pubmed', '12505151', 'with', 'serbp1', 'pubmed', '12505151', 's', 'with', 'serbp1', 'pubmed', '12505151', 'via', 'its', 'c', 'terminal', 'with', 'habp4', 'pubmed', '12505151', 's', 'via', 'its', 'c', 'terminal', 'with', 'habp4', 'pubmed', '12505151', 'pcnt', 'the', 'interaction', 'regulates', 'centrosome', 'integrity', 'pubmed', '17626165', 'with', 'pcnt', 'the', 'interaction', 'regulates', 'centrosome', 'integrity', 'pubmed', '17626165', 's', 'with', 'pcnt', 'the', 'ion', 'regulates', 'centrosome', 'integrity', 'pubmed', '17626165', 'zbed1', 'hdref', 'pubmed', '27068747', 'with', 'zbed1', 'hdref', 'pubmed', '27068747', 's', 'with', 'zbed1', 'hdref', 'pubmed', '27068747']	[]	[]	False	False	False	[]	[]	['CHD3']	['CHD3', ' Mi-2a', ' Mi2-ALPHA', ' SNIBCPS', ' ZFH']
1107	B3KWV4	[]	[]			['B3KWV4']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['CHD3']	['CHD3', ' Mi-2a', ' Mi2-ALPHA', ' SNIBCPS', ' ZFH']
1107	Q2TAZ1	[]	[]			['Q2TAZ1']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['CHD3']	['CHD3', ' Mi-2a', ' Mi2-ALPHA', ' SNIBCPS', ' ZFH']
1108	Q14839	['Chromodomain-helicase-DNA-binding protein 4', 'CHD-4', 'ATP-dependent helicase CHD4', 'Mi-2 autoantigen 218 kDa protein', 'Mi2-beta']	[]	Interacts with KLF1; the interaction depends on sumoylation of KLF1, and leads to its transcriptional repression (By similarity). Interacts directly with IKFZ1 in the NuRD complex. Central component of the nucleosome remodeling and histone deacetylase (NuRD) repressor complex (PubMed:9804427, PubMed:10204490, PubMed:15454082). Part of a complex containing ATR and HDAC2 (PubMed:10545197). Interacts with TRIM27 (PubMed:14530259). Interacts with ZGPAT; the interaction is direct (PubMed:19644445). Interacts with BCL6 (PubMed:15454082). Interacts with BRD4 (PubMed:21555454). Interacts with PCNT (PubMed:17626165). Interacts with SETX (PubMed:23149945). Interacts with HDAC1 (PubMed:27616479).	Component of the histone deacetylase NuRD complex which participates in the remodeling of chromatin by deacetylating histones.	['Q14839', 'Q8IXZ5']	CPX-922	['O94776', 'O95983', 'Q9BTC8', 'Q92769', 'Q13547', 'Q16576', 'Q14839', 'Q12873', 'Q09028', 'Q13330', 'Q86YP4', 'Q8WXI9']	['MTA2', 'MBD3', 'MTA3', 'HDAC2', 'HDAC1', 'RBBP7', 'CHD4', 'CHD3', 'RBBP4', 'MTA1', 'GATAD2A', 'GATAD2B']		['KLF1', 'KLF1', 'BCL6', 'BRD4', 'PCNT', 'SETX', 'HDAC1']	['KLF1', 'KLF1']	[]	['klf1', 'the', 'interaction', 'depends', 'on', 'sumoylation', 'of', 'klf1', 'and', 'leads', 'to', 'its', 'transcriptional', 'repression', 'by', 'similarity', 'with', 'klf1', 'the', 'interaction', 'depends', 'on', 'sumoylation', 'of', 'klf1', 'and', 'leads', 'to', 'its', 'transcriptional', 'repression', 'by', 'similarity', 's', 'with', 'klf1', 'the', 'ion', 'depends', 'on', 'sumoylation', 'of', 'klf1', 'and', 'leads', 'to', 'its', 'transcriptional', 'repression', 'by', 'similarity', 'directly', 'with', 'ikfz1', 'in', 'the', 'nurd', 'complex', 's', 'directly', 'with', 'ikfz1', 'in', 'the', 'nurd', 'complex', 'pubmed', '9804427', 'pubmed', '10204490', 'pubmed', '15454082', 'of', 'the', 'nucleosome', 'remodeling', 'and', 'histone', 'deacetylase', 'nurd', 'repressor', 'complex', 'pubmed', '9804427', 'pubmed', '10204490', 'pubmed', '15454082', 'pubmed', '9804427', 'pubmed', '10204490', 'pubmed', '15454082', 'of', 'the', 'nucleosome', 'remodeling', 'and', 'histone', 'deacetylase', 'nurd', 'repressor', 'complex', 'pubmed', '9804427', 'pubmed', '10204490', 'pubmed', '15454082', 'containing', 'atr', 'and', 'hdac2', 'pubmed', '10545197', 'atr', 'and', 'hdac2', 'pubmed', '10545197', 'a', 'complex', 'containing', 'atr', 'and', 'hdac2', 'pubmed', '10545197', 'containing', 'atr', 'and', 'hdac2', 'pubmed', '10545197', 'trim27', 'pubmed', '14530259', 'with', 'trim27', 'pubmed', '14530259', 's', 'with', 'trim27', 'pubmed', '14530259', 'zgpat', 'the', 'interaction', 'is', 'direct', 'pubmed', '19644445', 'with', 'zgpat', 'the', 'interaction', 'is', 'direct', 'pubmed', '19644445', 's', 'with', 'zgpat', 'the', 'ion', 'is', 'direct', 'pubmed', '19644445', 'bcl6', 'pubmed', '15454082', 'with', 'bcl6', 'pubmed', '15454082', 's', 'with', 'bcl6', 'pubmed', '15454082', 'brd4', 'pubmed', '21555454', 'with', 'brd4', 'pubmed', '21555454', 's', 'with', 'brd4', 'pubmed', '21555454', 'pcnt', 'pubmed', '17626165', 'with', 'pcnt', 'pubmed', '17626165', 's', 'with', 'pcnt', 'pubmed', '17626165', 'setx', 'pubmed', '23149945', 'with', 'setx', 'pubmed', '23149945', 's', 'with', 'setx', 'pubmed', '23149945', 'hdac1', 'pubmed', '27616479', 'with', 'hdac1', 'pubmed', '27616479', 's', 'with', 'hdac1', 'pubmed', '27616479']	[]	[]	False	False	False	[]	[]	['CHD4']	['CHD4', ' CHD-4', ' Mi-2b', ' Mi2-BETA', ' SIHIWES']
11136	P82251	['b(0,+)-type amino acid transporter 1', 'b(0,+)AT1', 'Glycoprotein-associated amino acid transporter b0,+AT1', 'Solute carrier family 7 member 9']	['SLC7A9', 'BAT1']	Disulfide-linked heterodimer with the amino acid transport protein SLC3A1. Interacts with CAV1.	Involved in the high-affinity, sodium-independent transport of cystine and neutral and dibasic amino acids (system b(0,+)-like activity). Thought to be responsible for the high-affinity reabsorption of cystine in the kidney tubule.	['P82251', 'B2R9A6']		[]	[]		['CAV1']	[]	['SLC3A1']	['the', 'amino', 'acid', 'transport', 'protein', 'slc3a1', 'cav1', 'with', 'cav1', 's', 'with', 'cav1']	[]	[]	False	False	False	[]	[]	['SLC7A9']	['SLC7A9', ' BAT1', ' CSNU3']
11182	Q9UGQ3	['Solute carrier family 2, facilitated glucose transporter member 6']	['SLC2A6', 'GLUT6']		Probable sugar transporter that acts as a regulator of glycolysis in macrophages (Probable). Does not transport glucose (PubMed:30431159).	['Q9UGQ3', 'A6NNU6', 'Q5SXD7', 'Q8NCC2']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC2A6']	['SLC2A6', ' GLUT6', ' GLUT9', ' HSA011372']
11218	Q9UHI6	['Probable ATP-dependent RNA helicase DDX20', 'Component of gems 3', 'DEAD box protein 20', 'DEAD box protein DP 103', 'Gemin-3']	['DDX20', 'DP103', 'GEMIN3']	Part of the core SMN complex that contains SMN1, GEMIN2/SIP1, DDX20/GEMIN3, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8 and STRAP/UNRIP. Part of the SMN-Sm complex that contains SMN1, GEMIN2/SIP1, DDX20/GEMIN3, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, STRAP/UNRIP and the Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG. Interacts directly with GEMIN5. Interacts directly with SNUPN. Interacts with PPP4R2. Interacts with FOXL2. Interacts with EBV EBNA2 and EBNA3C. Interacts with NANOS1 and PUM2.	The SMN complex plays a catalyst role in the assembly of small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Thereby, plays an important role in the splicing of cellular pre-mRNAs. Most spliceosomal snRNPs contain a common set of Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG that assemble in a heptameric protein ring on the Sm site of the small nuclear RNA to form the core snRNP. In the cytosol, the Sm proteins SNRPD1, SNRPD2, SNRPE, SNRPF and SNRPG are trapped in an inactive 6S pICln-Sm complex by the chaperone CLNS1A that controls the assembly of the core snRNP. Dissociation by the SMN complex of CLNS1A from the trapped Sm proteins and their transfer to an SMN-Sm complex triggers the assembly of core snRNPs and their transport to the nucleus. May also play a role in the metabolism of small nucleolar ribonucleoprotein (snoRNPs).	['Q9UHI6', 'B4DWV7', 'Q96F72', 'Q9NVM3', 'Q9UF59', 'Q9UIY0', 'Q9Y659']	CPX-6031	['Q9NWZ8', 'Q9UHI6', 'P57678', 'Q16637', 'Q8TEQ6', 'O14893', 'Q9H840', 'Q9Y3F4', 'Q8WXD5']	['GEMIN8', 'DDX20', 'GEMIN4', 'SMN1', 'GEMIN5', 'GEMIN2', 'GEMIN7', 'STRAP', 'GEMIN6']		['GEMIN5', 'SNUPN', 'PPP4R2', 'FOXL2', 'EBV', 'EBNA2', 'EBNA3C', 'NANOS1', 'PUM2']	[]	[]	['that', 'contains', 'smn1', 'gemin2', 'sip1', 'ddx20', 'gemin3', 'gemin4', 'gemin5', 'gemin6', 'gemin7', 'gemin8', 'and', 'strap', 'unrip', 'smn1', 'gemin2', 'sip1', 'ddx20', 'gemin3', 'gemin4', 'gemin5', 'gemin6', 'gemin7', 'gemin8', 'and', 'strap', 'unrip', 'the', 'core', 'smn', 'complex', 'that', 'contains', 'smn1', 'gemin2', 'sip1', 'ddx20', 'gemin3', 'gemin4', 'gemin5', 'gemin6', 'gemin7', 'gemin8', 'and', 'strap', 'unrip', 'that', 'contains', 'smn1', 'gemin2', 'sip1', 'ddx20', 'gemin3', 'gemin4', 'gemin5', 'gemin6', 'gemin7', 'gemin8', 'and', 'strap', 'unrip', 'that', 'contains', 'smn1', 'gemin2', 'sip1', 'ddx20', 'gemin3', 'gemin4', 'gemin5', 'gemin6', 'gemin7', 'gemin8', 'strap', 'unrip', 'and', 'the', 'sm', 'proteins', 'snrpb', 'snrpd1', 'snrpd2', 'snrpd3', 'snrpe', 'snrpf', 'and', 'snrpg', 'smn1', 'gemin2', 'sip1', 'ddx20', 'gemin3', 'gemin4', 'gemin5', 'gemin6', 'gemin7', 'gemin8', 'strap', 'unrip', 'and', 'the', 'sm', 'proteins', 'snrpb', 'snrpd1', 'snrpd2', 'snrpd3', 'snrpe', 'snrpf', 'and', 'snrpg', 'the', 'smn', 'sm', 'complex', 'that', 'contains', 'smn1', 'gemin2', 'sip1', 'ddx20', 'gemin3', 'gemin4', 'gemin5', 'gemin6', 'gemin7', 'gemin8', 'strap', 'unrip', 'and', 'the', 'sm', 'proteins', 'snrpb', 'snrpd1', 'snrpd2', 'snrpd3', 'snrpe', 'snrpf', 'and', 'snrpg', 'that', 'contains', 'smn1', 'gemin2', 'sip1', 'ddx20', 'gemin3', 'gemin4', 'gemin5', 'gemin6', 'gemin7', 'gemin8', 'strap', 'unrip', 'and', 'the', 'sm', 'proteins', 'snrpb', 'snrpd1', 'snrpd2', 'snrpd3', 'snrpe', 'snrpf', 'and', 'snrpg', 'directly', 'with', 'gemin5', 's', 'directly', 'with', 'gemin5', 'directly', 'with', 'snupn', 's', 'directly', 'with', 'snupn', 'ppp4r2', 'with', 'ppp4r2', 's', 'with', 'ppp4r2', 'foxl2', 'with', 'foxl2', 's', 'with', 'foxl2', 'ebv', 'ebna2', 'and', 'ebna3c', 'with', 'ebv', 'ebna2', 'and', 'ebna3c', 's', 'with', 'ebv', 'ebna2', 'and', 'ebna3c', 'nanos1', 'and', 'pum2', 'with', 'nanos1', 'and', 'pum2', 's', 'with', 'nanos1', 'and', 'pum2']	[]	[]	False	False	False	[]	['STRAP', 'GEMIN8', 'GEMIN6', 'SMN2', 'GEMIN7', 'ETV3', 'GEMIN5', 'GEMIN4', 'SMN1', 'GEMIN2']	['DDX20']	['DDX20', ' DP103', ' GEMIN3']
11218	Q9H4N4	[]	[]			['Q9H4N4']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['DDX20']	['DDX20', ' DP103', ' GEMIN3']
11238	Q9Y2D0	['Carbonic anhydrase 5B, mitochondrial', 'Carbonate dehydratase VB', 'Carbonic anhydrase VB', 'CA-VB']	[]		Reversible hydration of carbon dioxide.	['Q9Y2D0', 'A8K4T5']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['CA12', 'CA9', 'CA8', 'CA7', 'CA6', 'CA5A', 'CA3', 'CA1', 'CA13', 'CA14', 'CA5B']	['CA5B', ' CA-VB', ' CAVB']
11238	A0A024RBW9	['Carbonic anhydrase']	['CA5B', 'hCG_1982002']		Reversible hydration of carbon dioxide.	['A0A024RBW9']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['CA12', 'CA9', 'CA8', 'CA7', 'CA6', 'CA5A', 'CA3', 'CA1', 'CA13', 'CA14', 'CA5B']	['CA5B', ' CA-VB', ' CAVB']
11269	Q9UMR2	['ATP-dependent RNA helicase DDX19B', 'DEAD box RNA helicase DEAD5', 'DEAD box protein 19B']	['DDX19B', 'DBP5', 'DDX19', 'TDBP']	Associates with the nuclear pore complex via interaction with NUP214 (PubMed:10428971, PubMed:19208808, PubMed:19219046). Interacts with NUP214 or RNA in a mutually exclusive manner (PubMed:19208808, PubMed:19219046, PubMed:19244245).	ATP-dependent RNA helicase involved in mRNA export from the nucleus (PubMed:10428971). Rather than unwinding RNA duplexes, DDX19B functions as a remodeler of ribonucleoprotein particles, whereby proteins bound to nuclear mRNA are dissociated and replaced by cytoplasmic mRNA binding proteins (PubMed:10428971).	['Q9UMR2', 'B3KNE9', 'B4DXS6', 'E7EMK4', 'Q6FIB7', 'Q6IAE0', 'Q96KE7', 'Q9H0U0']		[]	[]		['NUP214', 'NUP214', 'RNA']	[]	[]	['via', 'interaction', 'with', 'nup214', 'pubmed', '10428971', 'pubmed', '19208808', 'pubmed', '19219046', 'the', 'nuclear', 'pore', 'complex', 'via', 'interaction', 'with', 'nup214', 'pubmed', '10428971', 'pubmed', '19208808', 'pubmed', '19219046', 'ion', 'with', 'nup214', 'pubmed', '10428971', 'pubmed', '19208808', 'pubmed', '19219046', 'via', 'interaction', 'with', 'nup214', 'pubmed', '10428971', 'pubmed', '19208808', 'pubmed', '19219046', 'nup214', 'or', 'rna', 'in', 'a', 'mutually', 'exclusive', 'manner', 'pubmed', '19208808', 'pubmed', '19219046', 'pubmed', '19244245', 'with', 'nup214', 'or', 'rna', 'in', 'a', 'mutually', 'exclusive', 'manner', 'pubmed', '19208808', 'pubmed', '19219046', 'pubmed', '19244245', 's', 'with', 'nup214', 'or', 'rna', 'in', 'a', 'mutually', 'exclusive', 'manner', 'pubmed', '19208808', 'pubmed', '19219046', 'pubmed', '19244245']	[]	[]	False	False	False	[]	['XPO1']	['DDX19A', 'DDX19B']	['DDX19B', ' DBP5', ' DDX19', ' RNAh']
11269	A0A0U4B4U6	['RNA helicase']	[]			['A0A0U4B4U6']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['DDX19A', 'DDX19B']	['DDX19B', ' DBP5', ' DDX19', ' RNAh']
11309	O94956	['Solute carrier organic anion transporter family member 2B1', 'Organic anion transporter B', 'OATP-B', 'Organic anion transporter polypeptide-related protein 2']	['SLCO2B1', 'KIAA0880', 'OATP2B1', 'OATPB', 'SLC21A9']		Mediates the Na(+)-independent transport of organic anions such as taurocholate, the prostaglandins PGD2, PGE1, PGE2, leukotriene C4, thromboxane B2 and iloprost.	['O94956', 'A8K2G9', 'B4DGA9', 'B4DTB0', 'E7ERN5', 'E9PPU8', 'Q9H2Z0', 'Q9UFU1']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLCO2B1']	['SLCO2B1', ' OATP-B', ' OATP2B1', ' OATPB', ' SLC21A9']
11309	A0A024R5I4	['Solute carrier organic anion transporter family member']	['SLCO2B1', 'hCG_27402']			['A0A024R5I4']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLCO2B1']	['SLCO2B1', ' OATP-B', ' OATP2B1', ' OATPB', ' SLC21A9']
113235	Q96NT5	['Proton-coupled folate transporter', 'G21', 'Heme carrier protein 1', 'PCFT/HCP1', 'Solute carrier family 46 member 1']	['SLC46A1', 'HCP1', 'PCFT']	Monomer.	Has been shown to act both as an intestinal proton-coupled high-affinity folate transporter and as an intestinal heme transporter which mediates heme uptake from the gut lumen into duodenal epithelial cells. The iron is then released from heme and may be transported into the bloodstream. Dietary heme iron is an important nutritional source of iron. Shows a higher affinity for folate than heme.	['Q96NT5', 'Q1HE20', 'Q86T92', 'Q8TEG3', 'Q96FL0']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC46A1']	['SLC46A1', ' G21', ' HCP1', ' PCFT']
113235	A0A024QZ15	[]	['HCP1', 'hCG_31812']			['A0A024QZ15']		[]	[]		[]	[]	[]	[]	[]	[]	False	False	False	[]	[]	['SLC46A1']	['SLC46A1', ' G21', ' HCP1', ' PCFT']
11325	Q86XP3	['ATP-dependent RNA helicase DDX42', 'DEAD box protein 42', 'RNA helicase-like protein', 'RHELP', 'RNA helicase-related protein', 'RNAHP', 'SF3b DEAD box protein', 'Splicing factor 3B-associated 125 kDa protein', 'SF3b125']	[]	Component of splicing factor SF3B complex which is composed of at least eight subunits; SF3B1, SF3B2, SF3B3, SF3B4, SF3B5, SF3B6, PHF5A/SF3B14B, and DDX42/SF3B125. Interacts (via the C-terminus) with TP53BP2; the interaction is not inhibitied by TP53BP2 ubiquitination and is independent of p53/TP53.	ATP-dependent RNA helicase. Binds to partially double-stranded RNAs (dsRNAs) in order to unwind RNA secondary structures. Unwinding is promoted in the presence of single-strand binding proteins. Mediates also RNA duplex formation thereby displacing the single-strand RNA binding protein. ATP and ADP modulate its activity: ATP binding and hydrolysis by DDX42 triggers RNA strand separation, whereas the ADP-bound form of the protein triggers annealing of complementary RNA strands. Involved in the survival of cells by interacting with TP53BP2 and thereby counteracting the apoptosis-stimulating activity of TP53BP2. Relocalizes TP53BP2 to the cytoplasm.	['Q86XP3', 'A6NML1', 'A8KA43', 'O75619', 'Q68G51', 'Q96BK1', 'Q96HR7', 'Q9Y3V8']		[]	[]		['TP53BP2', 'TP53BP2']	[]	[]	['which', 'is', 'composed', 'of', 'at', 'least', 'eight', 'subunits', 'sf3b1', 'sf3b2', 'sf3b3', 'sf3b4', 'sf3b5', 'sf3b6', 'phf5a', 'sf3b14b', 'and', 'ddx42', 'sf3b125', 'of', 'splicing', 'factor', 'sf3b', 'complex', 'which', 'is', 'composed', 'of', 'at', 'least', 'eight', 'subunits', 'sf3b1', 'sf3b2', 'sf3b3', 'sf3b4', 'sf3b5', 'sf3b6', 'phf5a', 'sf3b14b', 'and', 'ddx42', 'sf3b125', 'at', 'least', 'eight', 'subunits', 'sf3b1', 'sf3b2', 'sf3b3', 'sf3b4', 'sf3b5', 'sf3b6', 'phf5a', 'sf3b14b', 'and', 'ddx42', 'sf3b125', 'which', 'is', 'composed', 'of', 'at', 'least', 'eight', 'subunits', 'sf3b1', 'sf3b2', 'sf3b3', 'sf3b4', 'sf3b5', 'sf3b6', 'phf5a', 'sf3b14b', 'and', 'ddx42', 'sf3b125', 'of', 'splicing', 'factor', 'sf3b', 'complex', 'which', 'is', 'composed', 'of', 'at', 'least', 'eight', 'subunits', 'sf3b1', 'sf3b2', 'sf3b3', 'sf3b4', 'sf3b5', 'sf3b6', 'phf5a', 'sf3b14b', 'and', 'ddx42', 'sf3b125', 'via', 'the', 'c', 'terminus', 'with', 'tp53bp2', 'the', 'interaction', 'is', 'not', 'inhibitied', 'by', 'tp53bp2', 'ubiquitination', 'and', 'is', 'independent', 'of', 'p53', 'tp53', 's', 'via', 'the', 'c', 'terminus', 'with', 'tp53bp2', 'the', 'ion', 'is', 'not', 'inhibitied', 'by', 'tp53bp2', 'ubiquitination', 'and', 'is', 'independent', 'of', 'p53', 'tp53']	[]	[]	False	False	False	[]	[]	['DDX42']	['DDX42', ' DDX42P', ' RHELP', ' RNAHP', ' SF3B8', ' SF3b125']
